,County,Deaths,MME,State,Year,County Code,Population
0,ALACHUA,0,82596.6186877293,FL,2006,12001,234444
1,ALACHUA,17,95259.62797679311,FL,2007,12001,237321
2,ALACHUA,0,114675.22192176849,FL,2008,12001,240199
3,ALACHUA,15,141281.0481854313,FL,2009,12001,243076
4,ALACHUA,15,150910.7858758919,FL,2010,12001,247613
5,ALACHUA,14,145750.68089929313,FL,2011,12001,249806
6,ALACHUA,14,127727.613021565,FL,2012,12001,251513
7,BAKER,0,11900.178637500152,FL,2006,12003,26022
8,BAKER,0,13793.788183225111,FL,2007,12003,26201
9,BAKER,0,15651.322154225169,FL,2008,12003,26379
10,BAKER,0,19165.96729500018,FL,2009,12003,26558
11,BAKER,0,29821.45321500012,FL,2010,12003,27062
12,BAKER,0,32777.553120000026,FL,2011,12003,27043
13,BAKER,0,21659.46165000021,FL,2012,12003,27047
14,BAY,0,61998.102472078564,FL,2006,12005,159115
15,BAY,0,61255.85799926616,FL,2007,12005,161413
16,BAY,0,65665.01292126594,FL,2008,12005,163711
17,BAY,0,68131.16719294015,FL,2009,12005,166009
18,BAY,0,73912.3022531658,FL,2010,12005,169205
19,BAY,0,73505.84484769049,FL,2011,12005,169541
20,BAY,0,73272.65335132717,FL,2012,12005,171749
21,BRADFORD,0,13424.830894900231,FL,2006,12007,28341
22,BRADFORD,0,15854.865475125225,FL,2007,12007,28211
23,BRADFORD,0,17501.063683500106,FL,2008,12007,28081
24,BRADFORD,0,21250.949666812667,FL,2009,12007,27951
25,BRADFORD,0,26551.078983862728,FL,2010,12007,28536
26,BRADFORD,0,21271.09919250028,FL,2011,12007,28432
27,BRADFORD,0,16872.471022500224,FL,2012,12007,27049
28,BREVARD,98,201186.1534030964,FL,2006,12009,507319
29,BREVARD,86,246505.6839382635,FL,2007,12009,514316
30,BREVARD,121,317947.5992638272,FL,2008,12009,521312
31,BREVARD,135,365366.2497193953,FL,2009,12009,528308
32,BREVARD,135,508840.976494513,FL,2010,12009,543972
33,BREVARD,123,481720.14990380843,FL,2011,12009,544319
34,BREVARD,113,363107.37734239077,FL,2012,12009,546978
35,BROWARD,249,1222607.3896553786,FL,2006,12011,1662127
36,BROWARD,226,1720337.481720641,FL,2007,12011,1686821
37,BROWARD,313,2180537.4886382525,FL,2008,12011,1711514
38,BROWARD,305,2584508.114014747,FL,2009,12011,1736208
39,BROWARD,262,3026736.844583195,FL,2010,12011,1752834
40,BROWARD,233,1492503.447654777,FL,2011,12011,1786955
41,BROWARD,228,809178.9096921141,FL,2012,12011,1814489
42,CALHOUN,0,1851.9058230000119,FL,2006,12013,14788
43,CALHOUN,0,2021.5322535000096,FL,2007,12013,14756
44,CALHOUN,0,2225.1565500000133,FL,2008,12013,14725
45,CALHOUN,0,2580.2354700000133,FL,2009,12013,14693
46,CALHOUN,0,2722.435965000015,FL,2010,12013,14646
47,CALHOUN,0,2810.6887313625152,FL,2011,12013,14715
48,CALHOUN,0,2793.381480000016,FL,2012,12013,14663
49,CHARLOTTE,0,82123.59715794155,FL,2006,12015,143111
50,CHARLOTTE,0,103366.66686720557,FL,2007,12015,146499
51,CHARLOTTE,0,142308.39840053048,FL,2008,12015,149887
52,CHARLOTTE,0,191565.34862749267,FL,2009,12015,153275
53,CHARLOTTE,0,230654.24658953075,FL,2010,12015,159867
54,CHARLOTTE,1,207165.206288144,FL,2011,12015,159851
55,CHARLOTTE,0,120917.42719837994,FL,2012,12015,162749
56,CITRUS,23,49646.89102934089,FL,2006,12017,134512
57,CITRUS,17,58420.509573116375,FL,2007,12017,135397
58,CITRUS,25,71761.41768466689,FL,2008,12017,136283
59,CITRUS,19,81649.55125245466,FL,2009,12017,137168
60,CITRUS,27,111738.27332779263,FL,2010,12017,141171
61,CITRUS,29,148717.2534045444,FL,2011,12017,139756
62,CITRUS,37,101576.39330385461,FL,2012,12017,139175
63,CLAY,15,69327.28997720485,FL,2006,12019,175496
64,CLAY,26,85815.94069483093,FL,2007,12019,178693
65,CLAY,19,98532.92591602,FL,2008,12019,181890
66,CLAY,29,125011.3671661208,FL,2009,12019,185087
67,CLAY,2,144996.73572807058,FL,2010,12019,191434
68,CLAY,23,149491.52033715992,FL,2011,12019,192278
69,CLAY,28,134424.40624451954,FL,2012,12019,193836
70,COLLIER,43,107528.68073415474,FL,2006,12021,290234
71,COLLIER,38,129910.31275693115,FL,2007,12021,297582
72,COLLIER,18,147472.3473860064,FL,2008,12021,304931
73,COLLIER,54,202995.69626767907,FL,2009,12021,312279
74,COLLIER,36,237663.7797535899,FL,2010,12021,322595
75,COLLIER,41,198903.37525609316,FL,2011,12021,327632
76,COLLIER,31,141917.0842426926,FL,2012,12021,332277
77,COLUMBIA,0,27550.681708588032,FL,2006,12023,65368
78,COLUMBIA,0,30011.436168013053,FL,2007,12023,65748
79,COLUMBIA,1,37731.01713781312,FL,2008,12023,66128
80,COLUMBIA,0,40150.09677022534,FL,2009,12023,66508
81,COLUMBIA,17,54609.82727294973,FL,2010,12023,67553
82,COLUMBIA,0,50996.45302499963,FL,2011,12023,67309
83,COLUMBIA,16,49737.84482999941,FL,2012,12023,67879
84,DE SOTO,0,7179.5800115000675,FL,2006,12027,32980
85,DE SOTO,0,7726.090771792575,FL,2007,12027,33325
86,DE SOTO,0,7953.604365000078,FL,2008,12027,33671
87,DE SOTO,0,9826.920240000089,FL,2009,12027,34016
88,DE SOTO,0,13087.621237500125,FL,2010,12027,34933
89,DE SOTO,0,18280.029405000176,FL,2011,12027,34841
90,DE SOTO,0,16695.973792500132,FL,2012,12027,35006
91,DIXIE,0,2952.7461250000056,FL,2006,12029,15989
92,DIXIE,0,3098.6997413625013,FL,2007,12029,16035
93,DIXIE,0,3247.3897650000104,FL,2008,12029,16081
94,DIXIE,0,2874.669041362513,FL,2009,12029,16127
95,DIXIE,0,2657.1103500000117,FL,2010,12029,16401
96,DIXIE,0,2559.3821700000085,FL,2011,12029,16405
97,DIXIE,0,3326.242594312511,FL,2012,12029,16154
98,DUVAL,146,293452.9754727002,FL,2006,12031,816044
99,DUVAL,140,344954.36544153484,FL,2007,12031,826888
100,DUVAL,108,408809.255086162,FL,2008,12031,837732
101,DUVAL,137,534398.118650884,FL,2009,12031,848575
102,DUVAL,38,765000.2969470624,FL,2010,12031,865637
103,DUVAL,147,659029.6981377021,FL,2011,12031,872297
104,DUVAL,30,555328.0796860629,FL,2012,12031,880095
105,ESCAMBIA,45,96186.44732702237,FL,2006,12033,289815
106,ESCAMBIA,31,113832.92120254095,FL,2007,12033,291992
107,ESCAMBIA,28,116136.84399340069,FL,2008,12033,294169
108,ESCAMBIA,16,127790.39184473804,FL,2009,12033,296346
109,ESCAMBIA,25,156708.2074941154,FL,2010,12033,298039
110,ESCAMBIA,29,146310.74382428935,FL,2011,12033,299357
111,ESCAMBIA,25,129016.23428401133,FL,2012,12033,303397
112,FLAGLER,0,21015.01938367547,FL,2006,12035,86550
113,FLAGLER,0,24313.08758776296,FL,2007,12035,88613
114,FLAGLER,0,30727.470412450482,FL,2008,12035,90676
115,FLAGLER,0,45094.2061172634,FL,2009,12035,92740
116,FLAGLER,0,54742.9390545383,FL,2010,12035,96077
117,FLAGLER,16,58500.27469567639,FL,2011,12035,97465
118,FLAGLER,0,54252.2921795262,FL,2012,12035,98447
119,FRANKLIN,0,2174.577223000009,FL,2006,12037,11333
120,FRANKLIN,0,2099.0765175000056,FL,2007,12037,11372
121,FRANKLIN,0,2152.9779473625103,FL,2008,12037,11411
122,FRANKLIN,0,1955.3521200000089,FL,2009,12037,11450
123,FRANKLIN,0,2736.8763675000123,FL,2010,12037,11522
124,FRANKLIN,0,2695.1848163625077,FL,2011,12037,11469
125,FRANKLIN,0,2741.9306925000096,FL,2012,12037,11608
126,GADSDEN,0,6021.017100225093,FL,2006,12039,48152
127,GADSDEN,0,7138.511467500113,FL,2007,12039,47937
128,GADSDEN,0,6724.820623500107,FL,2008,12039,47722
129,GADSDEN,0,7168.381856812628,FL,2009,12039,47508
130,GADSDEN,0,8384.369197500151,FL,2010,12039,47793
131,GADSDEN,0,10053.993885000134,FL,2011,12039,47366
132,GADSDEN,0,8671.229358862623,FL,2012,12039,46581
133,GILCHRIST,0,4032.6059500000065,FL,2006,12041,16059
134,GILCHRIST,0,4195.956289500011,FL,2007,12041,16217
135,GILCHRIST,0,4955.8422,FL,2008,12041,16375
136,GILCHRIST,0,6117.87199136251,FL,2009,12041,16533
137,GILCHRIST,0,5760.958282725,FL,2010,12041,16999
138,GILCHRIST,0,5709.0700050000205,FL,2011,12041,16990
139,GILCHRIST,0,5469.281212500022,FL,2012,12041,16892
140,GLADES,0,2627.311200000001,FL,2009,12043,12456
141,GLADES,0,6489.442050000002,FL,2010,12043,12870
142,GLADES,0,4646.468100000006,FL,2011,12043,12836
143,GLADES,0,1898.2095000000024,FL,2012,12043,12670
144,GULF,0,3543.341616000004,FL,2006,12045,15532
145,GULF,0,3813.9477660000057,FL,2007,12045,15584
146,GULF,0,3573.7142150000122,FL,2008,12045,15635
147,GULF,0,3494.621707500005,FL,2009,12045,15687
148,GULF,0,4311.71625000002,FL,2010,12045,15823
149,GULF,0,3866.418202500016,FL,2011,12045,15758
150,GULF,0,4012.6529025000227,FL,2012,12045,15767
151,HAMILTON,0,1804.8995505000075,FL,2006,12047,14808
152,HAMILTON,0,2249.3530935000053,FL,2007,12047,14758
153,HAMILTON,0,3039.991791000008,FL,2008,12047,14708
154,HAMILTON,0,2305.155352500005,FL,2009,12047,14658
155,HAMILTON,0,3470.68282886251,FL,2010,12047,14683
156,HAMILTON,0,3033.594877500013,FL,2011,12047,14592
157,HAMILTON,0,2549.667487500008,FL,2012,12047,14720
158,HARDEE,0,3682.5681049999953,FL,2006,12049,27890
159,HARDEE,0,3996.1595724999984,FL,2007,12049,27825
160,HARDEE,0,4647.926044500017,FL,2008,12049,27759
161,HARDEE,0,7751.621392500057,FL,2009,12049,27694
162,HARDEE,0,8867.193390000095,FL,2010,12049,27724
163,HARDEE,0,9282.533205000103,FL,2011,12049,27682
164,HARDEE,0,7940.830061362598,FL,2012,12049,27444
165,HENDRY,0,16527.160282500314,FL,2006,12051,36358
166,HENDRY,0,19191.32901208789,FL,2007,12051,36735
167,HENDRY,0,20998.036911000414,FL,2008,12051,37111
168,HENDRY,0,22472.57688157541,FL,2009,12051,37488
169,HENDRY,0,27617.01531000045,FL,2010,12051,39013
170,HENDRY,0,26953.09624886293,FL,2011,12051,38977
171,HENDRY,0,19653.150187500432,FL,2012,12051,37887
172,HERNANDO,25,78727.92757445497,FL,2006,12053,160081
173,HERNANDO,36,111241.43089612247,FL,2007,12053,162371
174,HERNANDO,45,197158.77536772226,FL,2008,12053,164662
175,HERNANDO,43,245050.01594727515,FL,2009,12053,166952
176,HERNANDO,5,331289.8299954519,FL,2010,12053,172966
177,HERNANDO,33,239292.42987068728,FL,2011,12053,172830
178,HERNANDO,25,163153.66029019607,FL,2012,12053,172719
179,HIGHLANDS,0,22995.715222501014,FL,2006,12055,93238
180,HIGHLANDS,0,24466.187287941117,FL,2007,12055,94138
181,HIGHLANDS,0,28613.962263501002,FL,2008,12055,95037
182,HIGHLANDS,0,33721.28850067624,FL,2009,12055,95937
183,HIGHLANDS,0,45729.84357431388,FL,2010,12055,98634
184,HIGHLANDS,17,54161.62926453876,FL,2011,12055,98477
185,HIGHLANDS,11,41042.59796340114,FL,2012,12055,98222
186,HILLSBOROUGH,185,1027723.7849867414,FL,2006,12057,1132614
187,HILLSBOROUGH,257,1189548.966784732,FL,2007,12057,1157350
188,HILLSBOROUGH,244,1507903.6186250553,FL,2008,12057,1182087
189,HILLSBOROUGH,270,2124149.0308500133,FL,2009,12057,1206823
190,HILLSBOROUGH,259,2801560.6110086474,FL,2010,12057,1233491
191,HILLSBOROUGH,242,1533314.54995062,FL,2011,12057,1271110
192,HILLSBOROUGH,41,855609.6664839308,FL,2012,12057,1281712
193,HOLMES,0,5115.2800700000325,FL,2006,12059,20046
194,HOLMES,0,5388.630639225034,FL,2007,12059,19987
195,HOLMES,0,5350.438789587534,FL,2008,12059,19927
196,HOLMES,0,5461.291740450045,FL,2009,12059,19867
197,HOLMES,0,5004.425704087547,FL,2010,12059,19845
198,HOLMES,0,5188.443866362564,FL,2011,12059,19838
199,HOLMES,0,5462.5971600000785,FL,2012,12059,19696
200,INDIAN RIVER,23,43237.351081764515,FL,2006,12061,126170
201,INDIAN RIVER,22,51702.13878888993,FL,2007,12061,128658
202,INDIAN RIVER,29,64186.802972627636,FL,2008,12061,131147
203,INDIAN RIVER,31,79226.07711930282,FL,2009,12061,133635
204,INDIAN RIVER,18,111822.90470929068,FL,2010,12061,138272
205,INDIAN RIVER,25,141158.72960861554,FL,2011,12061,139100
206,INDIAN RIVER,17,98923.32428561537,FL,2012,12061,140485
207,JACKSON,0,9866.87533750018,FL,2006,12063,50082
208,JACKSON,0,11355.73454750023,FL,2007,12063,49922
209,JACKSON,0,12130.1033215002,FL,2008,12063,49761
210,JACKSON,0,13341.586837500205,FL,2009,12063,49600
211,JACKSON,0,14859.5648250002,FL,2010,12063,49646
212,JACKSON,0,16484.638485000258,FL,2011,12063,49188
213,JACKSON,0,17427.980370000343,FL,2012,12063,49106
214,JEFFERSON,0,1465.4849204999978,FL,2006,12065,14736
215,JEFFERSON,0,1732.0343369999987,FL,2007,12065,14675
216,JEFFERSON,0,2123.4259035000014,FL,2008,12065,14613
217,JEFFERSON,0,2413.278483862504,FL,2009,12065,14552
218,JEFFERSON,0,2637.1250174999977,FL,2010,12065,14754
219,JEFFERSON,0,2823.4519350000014,FL,2011,12065,14526
220,JEFFERSON,0,2213.9155200000023,FL,2012,12065,14216
221,LAFAYETTE,0,1215.7013750000024,FL,2006,12067,8905
222,LAFAYETTE,0,1355.7724875000035,FL,2007,12067,8888
223,LAFAYETTE,0,1361.0927500000043,FL,2008,12067,8872
224,LAFAYETTE,0,1257.6621750000022,FL,2009,12067,8855
225,LAFAYETTE,0,1363.4092875000038,FL,2010,12067,8810
226,LAFAYETTE,0,1307.1051675000035,FL,2011,12067,8801
227,LAFAYETTE,0,1295.0002725000031,FL,2012,12067,8796
228,LAKE,16,64563.41932243082,FL,2006,12069,261008
229,LAKE,2,82180.0273315835,FL,2007,12069,268476
230,LAKE,24,103711.04927071047,FL,2008,12069,275944
231,LAKE,32,140752.49857088662,FL,2009,12069,283411
232,LAKE,34,177229.26266112374,FL,2010,12069,297708
233,LAKE,38,179071.46538702608,FL,2011,12069,300488
234,LAKE,26,156520.69777519707,FL,2012,12069,303738
235,LEE,98,309886.7067442962,FL,2006,12071,542167
236,LEE,98,295673.26356948045,FL,2007,12071,559799
237,LEE,95,340668.9295273179,FL,2008,12071,577432
238,LEE,93,439929.93098849984,FL,2009,12071,595064
239,LEE,34,680132.8328027857,FL,2010,12071,620454
240,LEE,96,587055.7268651475,FL,2011,12071,631031
241,LEE,67,272161.03570029355,FL,2012,12071,644243
242,LEON,0,43067.63904172785,FL,2006,12073,269051
243,LEON,13,47083.40082031617,FL,2007,12073,270979
244,LEON,14,51120.25009326629,FL,2008,12073,272908
245,LEON,0,55928.522419128865,FL,2009,12073,274836
246,LEON,0,56268.735998178905,FL,2010,12073,275969
247,LEON,13,58086.07297545415,FL,2011,12073,278334
248,LEON,0,61292.55911044085,FL,2012,12073,283609
249,LEVY,0,18659.653543000502,FL,2006,12075,39884
250,LEVY,0,22313.800503725663,FL,2007,12075,39897
251,LEVY,0,28379.51261290068,FL,2008,12075,39911
252,LEVY,0,33730.549890900475,FL,2009,12075,39925
253,LEVY,0,36649.65238590018,FL,2010,12075,40723
254,LEVY,0,36064.200581587655,FL,2011,12075,40151
255,LEVY,13,28221.149431800317,FL,2012,12075,39826
256,LIBERTY,0,628.4498325000004,FL,2006,12077,8284
257,LIBERTY,0,738.3230204999995,FL,2007,12077,8292
258,LIBERTY,0,771.9740625000012,FL,2008,12077,8299
259,LIBERTY,0,686.3627999999998,FL,2009,12077,8306
260,LIBERTY,0,1141.6443375000038,FL,2010,12077,8348
261,LIBERTY,0,821.8818000000017,FL,2011,12077,8261
262,LIBERTY,0,764.5792500000003,FL,2012,12077,8298
263,MADISON,0,2315.633331362499,FL,2006,12079,19591
264,MADISON,0,2632.527374224996,FL,2007,12079,19482
265,MADISON,0,2793.881285362489,FL,2008,12079,19373
266,MADISON,0,3389.4532243125,FL,2009,12079,19264
267,MADISON,0,4027.763512499988,FL,2010,12079,19252
268,MADISON,0,4642.083652499993,FL,2011,12079,19131
269,MADISON,0,4504.777440000004,FL,2012,12079,18975
270,MANATEE,54,150205.64369562527,FL,2006,12081,280037
271,MANATEE,46,172443.21415870427,FL,2007,12081,289422
272,MANATEE,45,196741.84314976452,FL,2008,12081,298807
273,MANATEE,74,228282.8999302286,FL,2009,12081,308192
274,MANATEE,76,360934.6839088658,FL,2010,12081,323427
275,MANATEE,64,326820.0550758578,FL,2011,12081,327549
276,MANATEE,4,219299.73861376347,FL,2012,12081,333886
277,MARION,55,114208.97585439956,FL,2006,12083,313099
278,MARION,3,140167.10838947794,FL,2007,12083,316663
279,MARION,38,160020.95087337866,FL,2008,12083,320226
280,MARION,53,177998.09807908165,FL,2009,12083,323790
281,MARION,51,216686.24085170453,FL,2010,12083,331340
282,MARION,46,209503.19854884347,FL,2011,12083,332275
283,MARION,44,175709.7753719747,FL,2012,12083,333900
284,MARTIN,0,68573.12878736468,FL,2006,12085,138295
285,MARTIN,0,77097.86936731487,FL,2007,12085,140214
286,MARTIN,0,99157.7796427273,FL,2008,12085,142133
287,MARTIN,0,121781.2565109028,FL,2009,12085,144051
288,MARTIN,0,149894.56248134995,FL,2010,12085,146916
289,MARTIN,0,137044.59642521475,FL,2011,12085,147865
290,MARTIN,0,85087.5526195141,FL,2012,12085,148983
291,MIAMI-DADE,142,303039.7180859787,FL,2006,12086,2409845
292,MIAMI-DADE,50,373495.88119888,FL,2007,12086,2440452
293,MIAMI-DADE,122,519536.8065604283,FL,2008,12086,2471059
294,MIAMI-DADE,155,801945.1460796333,FL,2009,12086,2501667
295,MIAMI-DADE,98,1242761.2069210964,FL,2010,12086,2507065
296,MIAMI-DADE,122,1070607.7594410407,FL,2011,12086,2569856
297,MIAMI-DADE,135,503313.8578103114,FL,2012,12086,2602184
298,MONROE,15,42203.180115727446,FL,2006,12087,72676
299,MONROE,17,46281.924684227335,FL,2007,12087,73025
300,MONROE,18,53446.0962143649,FL,2008,12087,73374
301,MONROE,0,71369.62996954055,FL,2009,12087,73723
302,MONROE,16,77309.9665754274,FL,2010,12087,73220
303,MONROE,2,71118.77676247715,FL,2011,12087,73963
304,MONROE,0,47813.94658245115,FL,2012,12087,74568
305,NASSAU,0,26318.17944131361,FL,2006,12089,65960
306,NASSAU,1,30364.848846726178,FL,2007,12089,67443
307,NASSAU,17,38339.252757001115,FL,2008,12089,68927
308,NASSAU,1,45514.90099500119,FL,2009,12089,70410
309,NASSAU,14,55038.31814681382,FL,2010,12089,73513
310,NASSAU,13,64563.827895676506,FL,2011,12089,74139
311,NASSAU,16,60370.36705567631,FL,2012,12089,74512
312,OKALOOSA,27,51768.87854175236,FL,2006,12091,168552
313,OKALOOSA,29,51948.68690433954,FL,2007,12091,171788
314,OKALOOSA,16,53881.856700314645,FL,2008,12091,175024
315,OKALOOSA,16,58085.78683608912,FL,2009,12091,178259
316,OKALOOSA,13,61460.166825451495,FL,2010,12091,180715
317,OKALOOSA,16,63730.010400676794,FL,2011,12091,183088
318,OKALOOSA,14,64457.984923389544,FL,2012,12091,189761
319,OKEECHOBEE,0,20628.537535312924,FL,2006,12093,38574
320,OKEECHOBEE,0,24923.11014090056,FL,2007,12093,38780
321,OKEECHOBEE,11,29189.02021492556,FL,2008,12093,38985
322,OKEECHOBEE,0,35903.96056931306,FL,2009,12093,39191
323,OKEECHOBEE,0,55324.330290450525,FL,2010,12093,40028
324,OKEECHOBEE,1,49274.62340681288,FL,2011,12093,39871
325,OKEECHOBEE,1,32380.21279635021,FL,2012,12093,39718
326,ORANGE,90,249616.18134775737,FL,2006,12095,1023979
327,ORANGE,110,305170.61644330126,FL,2007,12095,1053694
328,ORANGE,120,483055.08753783966,FL,2008,12095,1083410
329,ORANGE,120,688873.4670695318,FL,2009,12095,1113125
330,ORANGE,149,1118030.4767550745,FL,2010,12095,1148593
331,ORANGE,148,879529.7461210428,FL,2011,12095,1170526
332,ORANGE,131,536535.5904660167,FL,2012,12095,1202594
333,OSCEOLA,13,50817.721968815305,FL,2006,12097,216209
334,OSCEOLA,26,64095.232327991034,FL,2007,12097,228485
335,OSCEOLA,18,93117.01540626754,FL,2008,12097,240762
336,OSCEOLA,15,225661.79262585755,FL,2009,12097,253038
337,OSCEOLA,22,289370.5034899938,FL,2010,12097,269841
338,OSCEOLA,35,188818.98852862968,FL,2011,12097,278637
339,OSCEOLA,29,126453.88542135336,FL,2012,12097,288908
340,PALM BEACH,211,645319.1794897038,FL,2006,12099,1230528
341,PALM BEACH,37,924515.0144843024,FL,2007,12099,1252038
342,PALM BEACH,226,1334354.3831698054,FL,2008,12099,1273549
343,PALM BEACH,276,1813924.7727780056,FL,2009,12099,1295060
344,PALM BEACH,230,1897698.5658714669,FL,2010,12099,1323648
345,PALM BEACH,59,1063694.692981036,FL,2011,12099,1336720
346,PALM BEACH,185,625882.0926076007,FL,2012,12099,1355058
347,PASCO,83,268426.0533706897,FL,2006,12101,415639
348,PASCO,125,356094.0088700386,FL,2007,12101,425196
349,PASCO,147,494709.0844496416,FL,2008,12101,434754
350,PASCO,148,561319.1654819302,FL,2009,12101,444312
351,PASCO,173,761605.8105571279,FL,2010,12101,465486
352,PASCO,129,678130.6519052932,FL,2011,12101,466428
353,PASCO,109,345632.1551612219,FL,2012,12101,469641
354,PINELLAS,213,607000.7514847196,FL,2006,12103,876866
355,PINELLAS,235,636336.2976673237,FL,2007,12103,884957
356,PINELLAS,264,933646.5695683571,FL,2008,12103,893047
357,PINELLAS,265,1035506.5572692738,FL,2009,12103,901138
358,PINELLAS,284,1438059.3423173134,FL,2010,12103,916424
359,PINELLAS,244,1262519.9673717779,FL,2011,12103,918380
360,PINELLAS,221,687164.8072970272,FL,2012,12103,921647
361,POLK,67,178941.7804374425,FL,2006,12105,540549
362,POLK,82,170075.5240327064,FL,2007,12105,553461
363,POLK,95,171113.17612787182,FL,2008,12105,566373
364,POLK,103,198919.97026206175,FL,2009,12105,579285
365,POLK,86,285711.9523070545,FL,2010,12105,603128
366,POLK,112,281211.8444759221,FL,2011,12105,609943
367,POLK,84,232197.59944457427,FL,2012,12105,615486
368,PUTNAM,0,38637.50297338853,FL,2006,12107,73318
369,PUTNAM,0,39640.18058001356,FL,2007,12107,73278
370,PUTNAM,0,45305.6510537635,FL,2008,12107,73237
371,PUTNAM,0,71246.09851038856,FL,2009,12107,73197
372,PUTNAM,21,97258.9206485642,FL,2010,12107,74207
373,PUTNAM,17,96933.59939287584,FL,2011,12107,73639
374,PUTNAM,0,58549.29352541298,FL,2012,12107,72912
375,SAINT JOHNS,0,43666.083525727205,FL,2006,12109,155798
376,SAINT JOHNS,0,49616.90935490193,FL,2007,12109,163772
377,SAINT JOHNS,0,56641.75821353928,FL,2008,12109,171747
378,SAINT JOHNS,0,75312.16558447838,FL,2009,12109,179721
379,SAINT JOHNS,0,113272.68569794176,FL,2010,12109,191243
380,SAINT JOHNS,0,92067.24857385356,FL,2011,12109,196088
381,SAINT JOHNS,0,72420.25782135202,FL,2012,12109,202061
382,SAINT LUCIE,0,95970.4534293669,FL,2006,12111,251242
383,SAINT LUCIE,0,112422.71420493034,FL,2007,12111,256712
384,SAINT LUCIE,0,139178.02248923187,FL,2008,12111,262181
385,SAINT LUCIE,0,166843.1393083942,FL,2009,12111,267651
386,SAINT LUCIE,0,212293.29962726802,FL,2010,12111,278270
387,SAINT LUCIE,0,273106.0612079329,FL,2011,12111,280420
388,SAINT LUCIE,0,143969.89979723035,FL,2012,12111,282974
389,SANTA ROSA,28,44111.678510951366,FL,2006,12113,139039
390,SANTA ROSA,2,51318.023231731866,FL,2007,12113,142206
391,SANTA ROSA,21,57690.950861713805,FL,2008,12113,145374
392,SANTA ROSA,11,67867.26888157676,FL,2009,12113,148542
393,SANTA ROSA,17,89435.96215725293,FL,2010,12113,152908
394,SANTA ROSA,18,90109.9158802153,FL,2011,12113,155722
395,SANTA ROSA,1,79863.11723385204,FL,2012,12113,158189
396,SARASOTA,76,186351.13329228773,FL,2006,12115,350928
397,SARASOTA,76,242670.3861623037,FL,2007,12115,357053
398,SARASOTA,71,324196.66800520377,FL,2008,12115,363177
399,SARASOTA,75,367976.2322097207,FL,2009,12115,369302
400,SARASOTA,83,426108.3153456161,FL,2010,12115,379937
401,SARASOTA,84,412731.76329699205,FL,2011,12115,382223
402,SARASOTA,71,266242.8890628439,FL,2012,12115,386465
403,SEMINOLE,38,134735.66849282285,FL,2006,12117,396782
404,SEMINOLE,49,185430.9886242244,FL,2007,12117,402613
405,SEMINOLE,41,256465.7715015744,FL,2008,12117,408444
406,SEMINOLE,72,320779.05599589634,FL,2009,12117,414275
407,SEMINOLE,61,491538.4489893029,FL,2010,12117,423057
408,SEMINOLE,60,521292.2365392738,FL,2011,12117,426307
409,SEMINOLE,4,186169.02560922125,FL,2012,12117,430539
410,SUMTER,0,12822.86720500025,FL,2006,12119,75813
411,SUMTER,0,16784.182853000446,FL,2007,12119,80306
412,SUMTER,0,21509.17227172555,FL,2008,12119,84799
413,SUMTER,0,30569.09490453824,FL,2009,12119,89292
414,SUMTER,0,58311.86179680133,FL,2010,12119,94278
415,SUMTER,0,54304.065102263485,FL,2011,12119,97972
416,SUMTER,0,45944.80434427613,FL,2012,12119,101674
417,SUWANNEE,0,9345.596314950142,FL,2006,12121,42206
418,SUWANNEE,0,11324.528017850196,FL,2007,12121,42381
419,SUWANNEE,0,12980.800460675146,FL,2008,12121,42555
420,SUWANNEE,0,12835.53590703761,FL,2009,12121,42730
421,SUWANNEE,0,13182.17120636261,FL,2010,12121,42330
422,SUWANNEE,0,14079.857971125128,FL,2011,12121,43360
423,SUWANNEE,0,13754.141579287629,FL,2012,12121,43531
424,TAYLOR,0,5544.284807500053,FL,2006,12123,23463
425,TAYLOR,0,6762.137541362608,FL,2007,12123,23326
426,TAYLOR,0,8597.878620000138,FL,2008,12123,23190
427,TAYLOR,0,11572.548858862781,FL,2009,12123,23054
428,TAYLOR,0,9613.77404636274,FL,2010,12123,22590
429,TAYLOR,0,10229.764905225184,FL,2011,12123,22656
430,TAYLOR,0,10201.239000000194,FL,2012,12123,22753
431,UNION,0,2453.7138810000033,FL,2006,12125,15513
432,UNION,0,2777.3403794000114,FL,2007,12125,15483
433,UNION,0,3458.164693350011,FL,2008,12125,15453
434,UNION,0,4037.6166283875154,FL,2009,12125,15423
435,UNION,0,5090.0048481750155,FL,2010,12125,15544
436,UNION,0,3801.527356575017,FL,2011,12125,15299
437,UNION,0,3553.9259897625157,FL,2012,12125,15258
438,VOLUSIA,80,166518.40532767298,FL,2006,12127,457181
439,VOLUSIA,62,195477.5530197753,FL,2007,12127,464256
440,VOLUSIA,83,275349.33692038216,FL,2008,12127,471331
441,VOLUSIA,106,370128.3798411163,FL,2009,12127,478406
442,VOLUSIA,104,481913.38756724563,FL,2010,12127,494445
443,VOLUSIA,89,396323.02802087006,FL,2011,12127,494421
444,VOLUSIA,85,265012.35410399263,FL,2012,12127,496537
445,WAKULLA,0,5464.25389400004,FL,2006,12129,29775
446,WAKULLA,0,7575.903873500098,FL,2007,12129,29984
447,WAKULLA,0,8114.9219535001175,FL,2008,12129,30193
448,WAKULLA,0,8481.538980000116,FL,2009,12129,30402
449,WAKULLA,0,8909.32365386265,FL,2010,12129,30825
