,County,Deaths,MME,State,Year,County Code,Population
988,JASPER,0,1836.0334575000034,GA,2006,13159,13623
989,JASPER,0,2346.089955000004,GA,2007,13159,13640
990,JASPER,0,3010.2490620000012,GA,2008,13159,13658
991,JASPER,0,2751.4648163625075,GA,2009,13159,13676
992,JASPER,0,3938.617005000008,GA,2010,13159,13893
993,JASPER,0,3516.224062500011,GA,2011,13159,13835
994,JASPER,0,3691.416045000014,GA,2012,13159,13644
995,JEFF DAVIS,0,3197.612132999988,GA,2006,13161,15229
996,JEFF DAVIS,0,3496.7048363624867,GA,2007,13161,15207
997,JEFF DAVIS,0,4085.3265579,GA,2008,13161,15185
998,JEFF DAVIS,0,4498.470424762523,GA,2009,13161,15163
999,JEFF DAVIS,0,7739.687100675075,GA,2010,13161,15117
1000,JEFF DAVIS,0,13820.130534300113,GA,2011,13161,15164
1001,JEFF DAVIS,0,12265.517539312641,GA,2012,13161,15198
1002,JEFFERSON,0,4767.473793000012,GA,2006,13163,17570
1003,JEFFERSON,0,4064.5081165000042,GA,2007,13163,17389
1004,JEFFERSON,0,4015.112952500004,GA,2008,13163,17209
1005,JEFFERSON,0,4543.014690000024,GA,2009,13163,17028
1006,JEFFERSON,0,5818.780878862545,GA,2010,13163,16884
1007,JEFFERSON,0,8458.950270112586,GA,2011,13163,16779
1008,JEFFERSON,0,8648.115814087632,GA,2012,13163,16358
1009,JENKINS,0,2176.2683400000024,GA,2006,13165,8454
1010,JENKINS,0,1964.5942755000024,GA,2007,13165,8493
1011,JENKINS,0,2288.0149275000063,GA,2008,13165,8532
1012,JENKINS,0,1956.2424375000048,GA,2009,13165,8571
1013,JENKINS,0,2533.670692500007,GA,2010,13165,8323
1014,JENKINS,0,2910.9707550000153,GA,2011,13165,8127
1015,JENKINS,0,3143.368162500021,GA,2012,13165,9117
1016,JOHNSON,0,1587.3047175000013,GA,2006,13167,10195
1017,JOHNSON,0,2149.062204000005,GA,2007,13167,10150
1018,JOHNSON,0,1779.7752210000033,GA,2008,13167,10106
1019,JOHNSON,0,1680.0282975000027,GA,2009,13167,10061
1020,JOHNSON,0,2264.2201500000033,GA,2010,13167,9984
1021,JOHNSON,0,2311.122817500007,GA,2011,13167,9998
1022,JOHNSON,0,2295.0796575000063,GA,2012,13167,10004
1023,JONES,0,2561.929399087504,GA,2006,13169,28746
1024,JONES,0,3099.8036765875045,GA,2007,13169,28726
1025,JONES,0,4622.041185225013,GA,2008,13169,28707
1026,JONES,0,6092.83965885004,GA,2009,13169,28687
1027,JONES,0,8052.204257025066,GA,2010,13169,28646
1028,JONES,0,8155.025165662561,GA,2011,13169,28733
1029,JONES,0,7927.674407700079,GA,2012,13169,28619
1030,LAMAR,0,2418.0944059999997,GA,2006,13171,17574
1031,LAMAR,0,3403.1863415000043,GA,2007,13171,17668
1032,LAMAR,0,3927.247600000008,GA,2008,13171,17762
1033,LAMAR,0,4476.5855700000175,GA,2009,13171,17856
1034,LAMAR,0,5158.814979862541,GA,2010,13171,18264
1035,LAMAR,0,5900.327928862563,GA,2011,13171,18158
1036,LAMAR,0,5607.657645000048,GA,2012,13171,18028
1037,LANIER,0,1711.7354050000015,GA,2006,13173,10278
1038,LANIER,0,1613.5585610000005,GA,2007,13173,10288
1039,LANIER,0,1655.174563500005,GA,2008,13173,10299
1040,LANIER,0,1839.825007500005,GA,2009,13173,10310
1041,LANIER,0,2123.3994900000075,GA,2010,13173,10097
1042,LANIER,0,2455.9480125000096,GA,2011,13173,10474
1043,LANIER,0,2078.6941575000105,GA,2012,13173,10461
1044,LAURENS,0,19345.90475250089,GA,2006,13175,48645
1045,LAURENS,0,22184.48452590088,GA,2007,13175,48523
1046,LAURENS,0,24830.15679657581,GA,2008,13175,48401
1047,LAURENS,0,23876.222668388033,GA,2009,13175,48279
1048,LAURENS,0,28997.264166563215,GA,2010,13175,48399
1049,LAURENS,0,30367.203890888224,GA,2011,13175,47907
1050,LAURENS,0,32343.588973837865,GA,2012,13175,47862
1051,LEE,0,1091.5354500000044,GA,2006,13177,27835
1052,LEE,0,1354.5731700000024,GA,2007,13177,27987
1053,LEE,0,1489.529291362506,GA,2008,13177,28140
1054,LEE,0,1678.699207500002,GA,2009,13177,28292
1055,LEE,0,1697.7578625000021,GA,2010,13177,28416
1056,LEE,0,3322.4614050000105,GA,2011,13177,28578
1057,LEE,0,4526.1863177250125,GA,2012,13177,28709
1058,LIBERTY,0,4391.264294999998,GA,2006,13179,65709
1059,LIBERTY,0,5859.982584000075,GA,2007,13179,65346
1060,LIBERTY,0,6851.420642362622,GA,2008,13179,64982
1061,LIBERTY,0,7281.087843862604,GA,2009,13179,64619
1062,LIBERTY,0,9553.121467500176,GA,2010,13179,62765
1063,LIBERTY,0,11787.538260000145,GA,2011,13179,65170
1064,LIBERTY,0,12729.412800000164,GA,2012,13179,64415
1065,LINCOLN,0,1521.4727549999993,GA,2006,13181,7824
1066,LINCOLN,0,1652.9011559999994,GA,2007,13181,7823
1067,LINCOLN,0,1878.0909000000022,GA,2008,13181,7822
1068,LINCOLN,0,2053.8586124999983,GA,2009,13181,7820
1069,LINCOLN,0,2481.028350000005,GA,2010,13181,7970
1070,LINCOLN,0,2361.338325000006,GA,2011,13181,7871
1071,LINCOLN,0,2388.305251125009,GA,2012,13181,7762
1072,LONG,0,486.60228749999925,GA,2006,13183,12347
1073,LONG,0,600.3608580000002,GA,2007,13183,12927
1074,LONG,0,857.5448925000023,GA,2008,13183,13507
1075,LONG,0,990.1371000000032,GA,2009,13183,14086
1076,LONG,0,1613.7128025000068,GA,2010,13183,14559
1077,LONG,0,1547.4876075000045,GA,2011,13183,15073
1078,LONG,0,1995.948330000005,GA,2012,13183,15978
1079,LOWNDES,0,19503.797543363413,GA,2006,13185,108209
1080,LOWNDES,0,23655.470876626026,GA,2007,13185,108863
1081,LOWNDES,0,30144.94068890132,GA,2008,13185,109518
1082,LOWNDES,0,32582.370945113307,GA,2009,13185,110173
1083,LOWNDES,0,36384.20911953863,GA,2010,13185,109692
1084,LOWNDES,0,43439.7602559008,GA,2011,13185,111468
1085,LOWNDES,0,46025.04055522651,GA,2012,13185,114069
1086,LUMPKIN,0,3244.0825699999928,GA,2006,13187,28735
1087,LUMPKIN,0,4226.592226999997,GA,2007,13187,29062
1088,LUMPKIN,0,4347.629990000003,GA,2008,13187,29389
1089,LUMPKIN,0,4817.369501587517,GA,2009,13187,29715
1090,LUMPKIN,0,6068.949690000052,GA,2010,13187,30309
1091,LUMPKIN,0,7648.011352500106,GA,2011,13187,30486
1092,LUMPKIN,0,8761.737682500107,GA,2012,13187,30710
1093,MACON,0,3507.0582791250013,GA,2006,13193,15399
1094,MACON,0,3518.601584062505,GA,2007,13193,15207
1095,MACON,0,4021.1026111125093,GA,2008,13193,15015
1096,MACON,0,4013.6454656625147,GA,2009,13193,14823
1097,MACON,0,5172.060714750036,GA,2010,13193,14645
1098,MACON,0,4317.22045271253,GA,2011,13193,14455
1099,MACON,0,5015.073567937548,GA,2012,13193,14298
1100,MADISON,0,8037.40326436255,GA,2006,13195,27123
1101,MADISON,0,10659.215516225064,GA,2007,13195,27304
1102,MADISON,0,12059.85593650021,GA,2008,13195,27484
1103,MADISON,0,12280.081012500159,GA,2009,13195,27665
1104,MADISON,0,14733.68385000022,GA,2010,13195,28205
1105,MADISON,0,15721.538692500213,GA,2011,13195,28162
1106,MADISON,0,17595.403302262777,GA,2012,13195,28063
1107,MARION,0,439.36514249999914,GA,2006,13197,8949
1108,MARION,0,473.1834749999999,GA,2007,13197,8901
1109,MARION,0,427.27979999999945,GA,2008,13197,8854
1110,MARION,0,405.6080474999991,GA,2009,13197,8806
1111,MARION,0,584.9585999999991,GA,2010,13197,8741
1112,MARION,0,488.8518149999989,GA,2011,13197,8701
1113,MARION,0,101.78727749999996,GA,2012,13197,8672
1114,MCDUFFIE,0,6269.448067500044,GA,2006,13189,21797
1115,MCDUFFIE,0,7064.847278500054,GA,2007,13189,21767
1116,MCDUFFIE,0,8669.709504000093,GA,2008,13189,21737
1117,MCDUFFIE,0,9201.833550000096,GA,2009,13189,21708
1118,MCDUFFIE,0,10463.412712500098,GA,2010,13189,21803
1119,MCDUFFIE,0,12099.453382500087,GA,2011,13189,21612
1120,MCDUFFIE,0,12336.664230225102,GA,2012,13189,21628
1121,MCINTOSH,0,4216.496617500015,GA,2006,13191,14101
1122,MCINTOSH,0,4059.980606362516,GA,2007,13191,14103
1123,MCINTOSH,0,4607.686162500021,GA,2008,13191,14105
1124,MCINTOSH,0,7904.74099136253,GA,2009,13191,14106
1125,MCINTOSH,0,10361.740545000068,GA,2010,13191,14312
1126,MCINTOSH,0,14997.546885000093,GA,2011,13191,14223
1127,MCINTOSH,0,15089.767173862541,GA,2012,13191,13882
1128,MERIWETHER,0,3007.1279200000085,GA,2006,13199,21989
1129,MERIWETHER,0,4424.036330000011,GA,2007,13199,21900
1130,MERIWETHER,0,4717.756122500027,GA,2008,13199,21812
1131,MERIWETHER,0,5005.1562825000265,GA,2009,13199,21724
1132,MERIWETHER,0,5493.1999800000485,GA,2010,13199,21822
1133,MERIWETHER,0,6123.012892500095,GA,2011,13199,21600
1134,MERIWETHER,0,6426.285180000085,GA,2012,13199,21339
1135,MILLER,0,1104.3821625000028,GA,2006,13201,6295
1136,MILLER,0,1237.5099825000011,GA,2007,13201,6248
1137,MILLER,0,1216.101637500003,GA,2008,13201,6201
1138,MILLER,0,1469.1342115875034,GA,2009,13201,6154
1139,MILLER,0,1833.346140000004,GA,2010,13201,6131
1140,MILLER,0,1967.4157875,GA,2011,13201,6071
1141,MILLER,0,2165.005830000001,GA,2012,13201,6004
1142,MITCHELL,0,3091.747274999999,GA,2006,13205,24146
1143,MITCHELL,0,3723.914687712489,GA,2007,13205,23977
1144,MITCHELL,0,3440.1754574999986,GA,2008,13205,23807
1145,MITCHELL,0,3691.2501827250044,GA,2009,13205,23638
1146,MITCHELL,0,4632.433822500017,GA,2010,13205,23498
1147,MITCHELL,0,5685.760897500052,GA,2011,13205,23394
1148,MITCHELL,0,7357.5163650000795,GA,2012,13205,23078
1149,MONROE,0,5680.544412500038,GA,2006,13207,25530
1150,MONROE,0,7362.303488000092,GA,2007,13207,25681
1151,MONROE,0,6888.053486000087,GA,2008,13207,25831
1152,MONROE,0,8126.1450488626015,GA,2009,13207,25981
1153,MONROE,0,11252.497170000095,GA,2010,13207,26186
1154,MONROE,0,12838.994197500164,GA,2011,13207,26353
1155,MONROE,0,9489.265080000096,GA,2012,13207,26385
1156,MONTGOMERY,0,342.36685799999964,GA,2006,13209,8955
1157,MONTGOMERY,0,341.00546099999997,GA,2007,13209,8964
1158,MONTGOMERY,0,538.4926124999995,GA,2008,13209,8972
1159,MONTGOMERY,0,548.1020999999997,GA,2009,13209,8980
1160,MONTGOMERY,0,748.1221499999987,GA,2010,13209,9146
1161,MONTGOMERY,0,403.59629999999925,GA,2011,13209,9030
1162,MONTGOMERY,0,505.23554999999914,GA,2012,13209,8887
1163,MORGAN,0,3131.2581864999906,GA,2006,13211,17228
1164,MORGAN,0,3380.0929247249983,GA,2007,13211,17331
1165,MORGAN,0,3776.796814500006,GA,2008,13211,17434
1166,MORGAN,0,4755.4861425000345,GA,2009,13211,17536
1167,MORGAN,0,6231.154657725065,GA,2010,13211,17894
1168,MORGAN,0,6454.141290000063,GA,2011,13211,17898
1169,MORGAN,0,8441.299736362607,GA,2012,13211,17801
1170,MURRAY,0,8772.052013225082,GA,2006,13213,39031
1171,MURRAY,0,10175.70716222513,GA,2007,13213,39085
1172,MURRAY,11,12007.073763000222,GA,2008,13213,39139
1173,MURRAY,0,14640.53352750022,GA,2009,13213,39193
1174,MURRAY,10,15191.540336587737,GA,2010,13213,39534
1175,MURRAY,15,16878.405454087813,GA,2011,13213,39365
1176,MURRAY,10,17748.313413862732,GA,2012,13213,39317
1177,MUSCOGEE,0,45567.906151354255,GA,2006,13215,197168
1178,MUSCOGEE,0,54511.314974067594,GA,2007,13215,197131
1179,MUSCOGEE,11,59565.322243180584,GA,2008,13215,197094
1180,MUSCOGEE,14,67729.25354445576,GA,2009,13215,197057
1181,MUSCOGEE,23,81272.51143084475,GA,2010,13215,191105
1182,MUSCOGEE,21,95051.73452385838,GA,2011,13215,195244
1183,MUSCOGEE,21,102999.24256928348,GA,2012,13215,198944
1184,NEWTON,0,15173.728528262664,GA,2006,13217,94131
1185,NEWTON,10,18236.840234687614,GA,2007,13217,95366
1186,NEWTON,0,21061.927350375307,GA,2008,13217,96602
1187,NEWTON,13,26031.820531350382,GA,2009,13217,97837
1188,NEWTON,0,29471.81417658765,GA,2010,13217,100154
1189,NEWTON,10,32922.56415408771,GA,2011,13217,100453
1190,NEWTON,0,31803.023126362692,GA,2012,13217,100973
1191,OCONEE,0,3201.630478000002,GA,2006,13219,29009
1192,OCONEE,0,3983.7260045000094,GA,2007,13219,29812
1193,OCONEE,0,4502.584808362514,GA,2008,13219,30614
1194,OCONEE,0,4967.062833862524,GA,2009,13219,31416
1195,OCONEE,0,6134.709532612521,GA,2010,13219,32927
1196,OCONEE,0,6894.3346202250505,GA,2011,13219,33259
1197,OCONEE,0,6756.681877950054,GA,2012,13219,33511
1198,OGLETHORPE,0,1241.7708745000004,GA,2006,13221,14457
1199,OGLETHORPE,0,2210.8848600000024,GA,2007,13221,14489
1200,OGLETHORPE,0,2013.7788675000045,GA,2008,13221,14521
1201,OGLETHORPE,0,2453.4962700000024,GA,2009,13221,14553
1202,OGLETHORPE,0,3034.2298950000013,GA,2010,13221,14893
1203,OGLETHORPE,0,3248.651857500003,GA,2011,13221,14701
1204,OGLETHORPE,0,3931.3833225000135,GA,2012,13221,14503
1205,PAULDING,18,20442.622767501114,GA,2006,13223,129573
1206,PAULDING,20,29054.782052726612,GA,2007,13223,132224
1207,PAULDING,18,32480.170171726426,GA,2008,13223,134876
1208,PAULDING,22,38467.39592636358,GA,2009,13223,137527
1209,PAULDING,31,43254.62444295103,GA,2010,13223,142817
1210,PAULDING,19,44882.92104761371,GA,2011,13223,143574
1211,PAULDING,19,42966.593925000954,GA,2012,13223,144720
1212,PEACH,0,4040.089724087503,GA,2006,13225,28014
1213,PEACH,0,5125.475937950034,GA,2007,13225,27914
1214,PEACH,0,5077.662974862536,GA,2008,13225,27814
1215,PEACH,0,6276.608370225039,GA,2009,13225,27714
1216,PEACH,0,8086.6134038625805,GA,2010,13225,27738
1217,PEACH,0,8817.943177500136,GA,2011,13225,27659
1218,PEACH,0,9620.321415000106,GA,2012,13225,27643
1219,PICKENS,0,9067.823479500104,GA,2006,13227,27536
1220,PICKENS,0,11553.32260253766,GA,2007,13227,27868
1221,PICKENS,0,12612.074250525258,GA,2008,13227,28200
1222,PICKENS,0,12936.023996775228,GA,2009,13227,28532
1223,PICKENS,0,15193.42791975025,GA,2010,13227,29457
1224,PICKENS,0,17933.016399300348,GA,2011,13227,29416
1225,PICKENS,0,18753.609469087914,GA,2012,13227,29286
1226,PIERCE,0,4953.368176500016,GA,2006,13229,18485
1227,PIERCE,0,5856.794240362521,GA,2007,13229,18554
1228,PIERCE,0,5750.465697000013,GA,2008,13229,18623
1229,PIERCE,0,5805.769929075038,GA,2009,13229,18692
1230,PIERCE,0,12793.703877712649,GA,2010,13229,18814
1231,PIERCE,0,9302.08780136261,GA,2011,13229,18773
1232,PIERCE,0,8372.561231362572,GA,2012,13229,18904
1233,PIKE,0,1817.8588875000016,GA,2006,13231,17362
1234,PIKE,0,1680.2444249999992,GA,2007,13231,17437
1235,PIKE,0,1470.8061900000016,GA,2008,13231,17512
1236,PIKE,0,1589.6328750000039,GA,2009,13231,17587
1237,PIKE,0,1655.1286875000023,GA,2010,13231,17923
1238,PIKE,0,1912.5216002249995,GA,2011,13231,17783
1239,PIKE,0,2168.248927499997,GA,2012,13231,17769
1240,POLK,0,20132.681317313032,GA,2006,13233,40497
1241,POLK,0,24624.24877567592,GA,2007,13233,40614
1242,POLK,0,26004.63369686352,GA,2008,13233,40732
1243,POLK,0,26745.46611045089,GA,2009,13233,40849
1244,POLK,11,27923.512676588507,GA,2010,13233,41530
1245,POLK,0,32976.242632500966,GA,2011,13233,41262
1246,POLK,0,30934.11996000082,GA,2012,13233,41086
1247,PULASKI,0,3747.8455963625142,GA,2006,13235,12372
1248,PULASKI,0,3976.5501643625225,GA,2007,13235,12264
1249,PULASKI,0,4502.092233862551,GA,2008,13235,12156
1250,PULASKI,0,5248.152199087561,GA,2009,13235,12047
1251,PULASKI,0,6312.872306362608,GA,2010,13235,11970
1252,PULASKI,0,7593.181511362624,GA,2011,13235,11842
1253,PULASKI,0,8624.575278862621,GA,2012,13235,11702
1254,PUTNAM,0,2980.116198,GA,2006,13237,20751
1255,PUTNAM,0,3344.067425362489,GA,2007,13237,20829
1256,PUTNAM,0,4025.7733583624877,GA,2008,13237,20907
1257,PUTNAM,0,4576.153230225019,GA,2009,13237,20985
1258,PUTNAM,0,4901.970795225026,GA,2010,13237,21191
1259,PUTNAM,0,5290.192365450042,GA,2011,13237,21241
1260,PUTNAM,0,5613.472001362536,GA,2012,13237,21139
1261,RABUN,0,7310.533186500059,GA,2006,13241,15889
1262,RABUN,0,8643.056851350084,GA,2007,13241,15949
1263,RABUN,0,10524.799009087596,GA,2008,13241,16009
1264,RABUN,0,11683.348317262651,GA,2009,13241,16069
1265,RABUN,0,11628.199170225113,GA,2010,13241,16279
1266,RABUN,0,12000.333882037648,GA,2011,13241,16261
1267,RABUN,0,12142.440485437675,GA,2012,13241,16308
1268,RANDOLPH,0,575.9793554999998,GA,2006,13243,7961
1269,RANDOLPH,0,683.067820950001,GA,2007,13243,7871
1270,RANDOLPH,0,702.3451868624996,GA,2008,13243,7781
1271,RANDOLPH,0,900.268485000002,GA,2009,13243,7691
1272,RANDOLPH,0,958.0746825000044,GA,2010,13243,7666
1273,RANDOLPH,0,1278.0833250000067,GA,2011,13243,7564
1274,RANDOLPH,0,1401.78537750001,GA,2012,13243,7304
1275,RICHMOND,23,44785.93756721473,GA,2006,13245,200396
1276,RICHMOND,13,52950.708223089874,GA,2007,13245,200504
1277,RICHMOND,16,61776.8556172148,GA,2008,13245,200612
1278,RICHMOND,19,67375.71323812692,GA,2009,13245,200720
1279,RICHMOND,29,81258.43528845263,GA,2010,13245,200917
1280,RICHMOND,21,94727.33669610301,GA,2011,13245,200348
1281,RICHMOND,28,99701.89282267846,GA,2012,13245,201572
1282,ROCKDALE,10,22055.746354000483,GA,2006,13247,81752
1283,ROCKDALE,10,22674.44353058805,GA,2007,13247,82474
1284,ROCKDALE,0,24682.722052725898,GA,2008,13247,83196
1285,ROCKDALE,0,30676.692195000687,GA,2009,13247,83919
1286,ROCKDALE,0,39152.597059538166,GA,2010,13247,85363
1287,ROCKDALE,0,45491.458856588564,GA,2011,13247,85413
1288,ROCKDALE,10,47470.543682700765,GA,2012,13247,85437
1289,SCHLEY,0,401.5822379999999,GA,2006,13249,4879
1290,SCHLEY,0,469.8148094999997,GA,2007,13249,4911
1291,SCHLEY,0,476.4996734999992,GA,2008,13249,4943
1292,SCHLEY,0,447.2262452249996,GA,2009,13249,4976
1293,SCHLEY,0,586.9645874999992,GA,2010,13249,5017
1294,SCHLEY,0,491.649799087499,GA,2011,13249,5042
1295,SCHLEY,0,345.80291249999937,GA,2012,13249,5022
1296,SCREVEN,0,1694.0432344999988,GA,2006,13251,14663
1297,SCREVEN,0,2250.3380519999955,GA,2007,13251,14596
1298,SCREVEN,0,2730.9872925000004,GA,2008,13251,14529
1299,SCREVEN,0,2651.177325,GA,2009,13251,14463
1300,SCREVEN,0,2688.763815000009,GA,2010,13251,14499
1301,SCREVEN,0,3104.1248025000145,GA,2011,13251,14404
1302,SCREVEN,0,2995.489076587511,GA,2012,13251,14168
1303,SEMINOLE,0,2312.492695500007,GA,2006,13253,9165
1304,SEMINOLE,0,2490.73424362501,GA,2007,13253,9095
1305,SEMINOLE,0,2698.7038217625104,GA,2008,13253,9024
1306,SEMINOLE,0,2883.6841324875154,GA,2009,13253,8953
1307,SEMINOLE,0,3277.01911215002,GA,2010,13253,8727
1308,SEMINOLE,0,3653.1398974875265,GA,2011,13253,8765
1309,SEMINOLE,0,3518.334761587529,GA,2012,13253,8868
1310,SPALDING,0,19949.46353900044,GA,2006,13255,62421
1311,SPALDING,0,21720.500104400395,GA,2007,13255,62659
1312,SPALDING,0,23327.17485743825,GA,2008,13255,62896
1313,SPALDING,0,24635.156285663106,GA,2009,13255,63134
1314,SPALDING,0,32950.82668770077,GA,2010,13255,64087
1315,SPALDING,0,34956.263273588294,GA,2011,13255,64032
1316,SPALDING,15,34349.64590201333,GA,2012,13255,63682
1317,STEPHENS,0,17370.255829925343,GA,2006,13257,25802
1318,STEPHENS,0,21322.500078937814,GA,2007,13257,25793
1319,STEPHENS,0,24142.196945937983,GA,2008,13257,25784
1320,STEPHENS,0,26117.963727712755,GA,2009,13257,25775
1321,STEPHENS,0,29773.09460295045,GA,2010,13257,26135
1322,STEPHENS,0,36977.64213817541,GA,2011,13257,25764
1323,STEPHENS,0,30549.977037938028,GA,2012,13257,25721
1324,STEWART,0,539.8757249999989,GA,2006,13259,5877
1325,STEWART,0,609.3922988625,GA,2007,13259,5893
1326,STEWART,0,634.1748899999999,GA,2008,13259,5909
1327,STEWART,0,850.3953375000017,GA,2009,13259,5925
1328,STEWART,0,1185.3874125000032,GA,2010,13259,6098
1329,STEWART,0,1288.1846250000024,GA,2011,13259,6063
1330,STEWART,0,959.9839127249992,GA,2012,13259,6105
1331,SUMTER,0,4216.2493844999735,GA,2006,13261,33936
1332,SUMTER,0,4441.587521625012,GA,2007,13261,33575
1333,SUMTER,0,4738.269365262508,GA,2008,13261,33214
1334,SUMTER,0,5019.432240000024,GA,2009,13261,32853
1335,SUMTER,0,5856.107227500045,GA,2010,13261,32683
1336,SUMTER,0,7420.300815000094,GA,2011,13261,32067
1337,SUMTER,0,7447.961212500083,GA,2012,13261,31586
1338,TALBOT,0,191.6218125000001,GA,2006,13263,7153
1339,TALBOT,0,26.620199999999997,GA,2011,13263,6834
1340,TATTNALL,0,4909.166124000032,GA,2006,13267,25588
1341,TATTNALL,0,7540.538364000111,GA,2007,13267,25568
1342,TATTNALL,0,9866.718307500125,GA,2008,13267,25547
1343,TATTNALL,0,10431.186705000107,GA,2009,13267,25526
1344,TATTNALL,0,11548.677498862646,GA,2010,13267,25484
1345,TATTNALL,0,10688.306887500115,GA,2011,13267,25441
1346,TATTNALL,0,10844.763172500103,GA,2012,13267,25469
1347,TAYLOR,0,2412.810519000001,GA,2006,13269,8914
1348,TAYLOR,0,2459.267960362503,GA,2007,13269,8840
1349,TAYLOR,0,2593.67006250001,GA,2008,13269,8767
1350,TAYLOR,0,2591.698237500009,GA,2009,13269,8693
1351,TAYLOR,0,3870.5774550000233,GA,2010,13269,8779
1352,TAYLOR,0,3504.3740550000202,GA,2011,13269,8439
1353,TAYLOR,0,3734.165865000026,GA,2012,13269,8362
1354,TELFAIR,0,6328.326166162525,GA,2006,13271,16887
1355,TELFAIR,0,5755.37516250002,GA,2007,13271,16808
1356,TELFAIR,0,6236.535607725063,GA,2008,13271,16730
1357,TELFAIR,0,6765.563227500045,GA,2009,13271,16651
1358,TELFAIR,0,13895.573516362596,GA,2010,13271,16518
1359,TELFAIR,0,15090.633258862605,GA,2011,13271,16239
1360,TELFAIR,0,9805.204473862597,GA,2012,13271,16365
1361,TERRELL,0,678.5992500000003,GA,2006,13273,9940
1362,TERRELL,0,616.7577899999998,GA,2007,13273,9831
1363,TERRELL,0,620.4549374999998,GA,2008,13273,9722
1364,TERRELL,0,1015.421062500002,GA,2009,13273,9613
1365,TERRELL,0,1082.7360375000026,GA,2010,13273,9525
1366,TERRELL,0,1434.2331975000063,GA,2011,13273,9392
1367,TERRELL,0,1790.7302250000089,GA,2012,13273,9226
1368,THOMAS,0,6593.51530800006,GA,2006,13275,44711
1369,THOMAS,0,7479.683753175066,GA,2007,13275,44709
1370,THOMAS,0,8643.542036887591,GA,2008,13275,44708
1371,THOMAS,0,8973.985617487604,GA,2009,13275,44706
1372,THOMAS,0,11593.202683950149,GA,2010,13275,44750
1373,THOMAS,0,12562.601151450182,GA,2011,13275,44590
1374,THOMAS,0,14387.645596462693,GA,2012,13275,44535
1375,TIFT,0,7871.740469175068,GA,2006,13277,40732
1376,TIFT,0,9289.768154437588,GA,2007,13277,40710
1377,TIFT,0,10817.795162937564,GA,2008,13277,40689
1378,TIFT,0,12275.77131011262,GA,2009,13277,40668
1379,TIFT,0,15808.29310942522,GA,2010,13277,40247
1380,TIFT,0,17484.167056912724,GA,2011,13277,41152
1381,TIFT,0,19223.169570450158,GA,2012,13277,40943
1382,TOOMBS,0,11944.56394822531,GA,2006,13279,27448
1383,TOOMBS,0,11007.696908362783,GA,2007,13279,27407
1384,TOOMBS,0,11725.75041750026,GA,2008,13279,27366
1385,TOOMBS,0,12429.085965000231,GA,2009,13279,27325
1386,TOOMBS,0,17936.853412500313,GA,2010,13279,27249
1387,TOOMBS,0,18796.781685000333,GA,2011,13279,27205
1388,TOOMBS,0,17636.43669386275,GA,2012,13279,27179
1389,TOWNS,0,2523.943090000001,GA,2006,13281,9694
1390,TOWNS,0,3295.3671419999987,GA,2007,13281,9865
1391,TOWNS,0,4271.6692775000065,GA,2008,13281,10036
1392,TOWNS,0,4540.792515000009,GA,2009,13281,10207
1393,TOWNS,0,4718.705880000018,GA,2010,13281,10537
1394,TOWNS,0,5080.413090000037,GA,2011,13281,10579
1395,TOWNS,0,4947.626040000034,GA,2012,13281,10561
1396,TREUTLEN,0,1490.9629725000018,GA,2006,13283,6860
1397,TREUTLEN,0,1817.7003500000023,GA,2007,13283,6851
1398,TREUTLEN,0,2328.964695000008,GA,2008,13283,6842
1399,TREUTLEN,0,2169.5347688625006,GA,2009,13283,6832
1400,TREUTLEN,0,3293.238510675014,GA,2010,13283,6891
1401,TREUTLEN,0,2885.897842500005,GA,2011,13283,6821
1402,TREUTLEN,0,2971.5845475000074,GA,2012,13283,6788
1403,TROUP,0,11997.3438816129,GA,2006,13285,65855
1404,TROUP,0,13120.751691612964,GA,2007,13285,66243
1405,TROUP,0,15024.221757362924,GA,2008,13285,66631
1406,TROUP,0,17585.755951800515,GA,2009,13285,67019
1407,TROUP,0,19304.61860111313,GA,2010,13285,67052
1408,TROUP,13,22081.614444750718,GA,2011,13285,67619
1409,TROUP,0,23619.473650500888,GA,2012,13285,68278
1410,TURNER,0,1595.1928125000034,GA,2006,13287,9358
1411,TURNER,0,1333.4478750000044,GA,2007,13287,9220
1412,TURNER,0,1392.5941875000049,GA,2008,13287,9082
1413,TURNER,0,1490.6049000000064,GA,2009,13287,8944
1414,TURNER,0,2168.567430000008,GA,2010,13287,8907
1415,TURNER,0,2377.929082500008,GA,2011,13287,8938
1416,TURNER,0,2569.8003600000075,GA,2012,13287,8441
1417,TWIGGS,0,596.3669249999996,GA,2006,13289,9219
1418,TWIGGS,0,326.6612624999997,GA,2007,13289,9126
1419,TWIGGS,0,429.71581499999945,GA,2008,13289,9033
1420,TWIGGS,0,458.68638749999917,GA,2009,13289,8940
1421,TWIGGS,0,692.6722125000008,GA,2010,13289,8969
1422,TWIGGS,0,774.6228375000011,GA,2011,13289,8822
1423,TWIGGS,0,773.7613500000008,GA,2012,13289,8547
1424,UNION,0,5010.636570500016,GA,2006,13291,19421
1425,UNION,0,6228.169928537559,GA,2007,13291,19760
1426,UNION,0,6743.523785587544,GA,2008,13291,20100
1427,UNION,0,7931.874247500077,GA,2009,13291,20439
1428,UNION,0,9584.508213862635,GA,2010,13291,21368
1429,UNION,0,9573.42963750017,GA,2011,13291,21247
1430,UNION,0,10055.756951587648,GA,2012,13291,21324
