,County,Deaths,MME,State,Year,County Code,Population,MME_Per_Capita,Deaths_Per_100000
629,CHATHAM,26,56542.0829022062,GA,2007,13051,259716,0.21770735304026784,10.010935021330992
630,CHATHAM,17,62655.34160170749,GA,2008,13051,262715,0.23849167958322703,6.470890508726185
631,CHATHAM,16,69361.08520440685,GA,2009,13051,265714,0.26103662285166324,6.021511851088012
632,CHATHAM,23,82625.22404693239,GA,2010,13051,265792,0.31086422483345016,8.653383096556706
633,CHATHAM,22,97307.15380838318,GA,2011,13051,271590,0.35828695389514775,8.100445524503849
634,CHATHAM,23,101158.89221929511,GA,2012,13051,276134,0.36633986477324454,8.329289402971021
635,CHATTOOGA,0,7965.2576811750905,GA,2006,13055,26385,0.30188583214610915,0.0
636,CHATTOOGA,0,9709.294792725115,GA,2007,13055,26231,0.3701458119295915,0.0
637,CHATTOOGA,0,10390.218547587636,GA,2008,13055,26076,0.3984590637976544,0.0
638,CHATTOOGA,0,11867.564648175148,GA,2009,13055,25922,0.45781824890730455,0.0
639,CHATTOOGA,0,12922.901872500188,GA,2010,13055,25952,0.49795398707229455,0.0
640,CHATTOOGA,0,14430.83040386272,GA,2011,13055,25675,0.5620576593520047,0.0
641,CHATTOOGA,0,15202.959442500158,GA,2012,13055,25616,0.5934946690545033,0.0
642,CHEROKEE,12,39825.91397831748,GA,2006,13057,191938,0.20749363845782223,6.252018881097022
643,CHEROKEE,22,49550.76567279109,GA,2007,13057,196938,0.2516059149214021,11.171028445500614
644,CHEROKEE,16,57124.91603970348,GA,2008,13057,201938,0.2828834396681332,7.923223959829254
645,CHEROKEE,20,65421.97528766572,GA,2009,13057,206937,0.31614440765868707,9.664777202723533
646,CHEROKEE,26,80622.0173423661,GA,2010,13057,215191,0.37465329564138883,12.082289686836345
647,CHEROKEE,19,95668.65788426696,GA,2011,13057,217711,0.43942960109625584,8.727165829930504
648,CHEROKEE,20,76777.39892719086,GA,2012,13057,220638,0.34797903773235284,9.064621688013851
649,CLARKE,0,39075.025614976745,GA,2006,13059,111750,0.3496646587469955,0.0
650,CLARKE,0,49638.03649982712,GA,2007,13059,113051,0.4390764920241937,0.0
651,CLARKE,0,56575.81451618918,GA,2008,13059,114353,0.4947470946646715,0.0
652,CLARKE,0,60856.670722238974,GA,2009,13059,115654,0.5261959873609126,0.0
653,CLARKE,0,66387.48365321402,GA,2010,13059,117410,0.5654329584636234,0.0
654,CLARKE,13,80334.71237838936,GA,2011,13059,118227,0.6794954822366241,10.995796222521083
655,CLARKE,12,82501.60596225194,GA,2012,13059,119904,0.688063834086035,10.008006405124098
656,CLAY,18,734.4744375000002,GA,2006,13061,3303,0.22236586058128982,544.959128065395
657,CLAY,19,682.1294174999995,GA,2007,13061,3271,0.20853849510852934,580.8621216753286
658,CLAY,13,753.0275775000008,GA,2008,13061,3240,0.23241591898148173,401.2345679012346
659,CLAY,19,770.4649500000011,GA,2009,13061,3208,0.24016987219451405,592.2693266832918
660,CLAY,19,1106.912100000002,GA,2010,13061,3176,0.34852396095717947,598.2367758186398
661,CLAY,20,796.3042875000011,GA,2011,13061,3161,0.2519153076558055,632.7111673521038
662,CLAY,30,560.308574999999,GA,2012,13061,3105,0.18045364734299485,966.183574879227
663,CLAYTON,0,32395.982910177285,GA,2006,13063,241695,0.13403662843739955,0.0
664,CLAYTON,0,37904.79641716492,GA,2007,13063,245434,0.154439875555811,0.0
665,CLAYTON,0,47524.096229565774,GA,2008,13063,249172,0.19072807630699185,0.0
666,CLAYTON,0,52830.613863528044,GA,2009,13063,252911,0.20889013867933007,0.0
667,CLAYTON,0,68738.2213797404,GA,2010,13063,259831,0.26454973186317415,0.0
668,CLAYTON,0,72903.96607905246,GA,2011,13063,261981,0.2782795930966462,0.0
669,CLAYTON,0,56627.538666564826,GA,2012,13063,265283,0.21346086506321485,0.0
670,CLINCH,0,2043.4760010000007,GA,2006,13065,6793,0.3008208451346976,0.0
671,CLINCH,0,2768.7196459999964,GA,2007,13065,6786,0.4080046634246974,0.0
672,CLINCH,0,3073.6119338625012,GA,2008,13065,6780,0.4533350934900444,0.0
673,CLINCH,0,3223.577324999999,GA,2009,13065,6773,0.4759452716669126,0.0
674,CLINCH,0,4095.2140275000042,GA,2010,13065,6770,0.6049060601920243,0.0
675,CLINCH,0,4602.099210000008,GA,2011,13065,6723,0.684530597947346,0.0
676,CLINCH,0,4592.822006362528,GA,2012,13065,6695,0.6860077679406315,0.0
677,COBB,49,142265.12136495294,GA,2006,13067,653229,0.217787516116022,7.501197895378191
678,COBB,45,159854.9054414673,GA,2007,13067,662323,0.24135490605258658,6.794268053502597
679,COBB,60,178359.76641771727,GA,2008,13067,671418,0.26564638782057864,8.936310912129255
680,COBB,71,205475.85163243284,GA,2009,13067,680513,0.301942581012314,10.43330546220278
681,COBB,50,238516.3356989779,GA,2010,13067,689528,0.3459124730235435,7.251337146569828
682,COBB,65,272506.4223407068,GA,2011,13067,696501,0.3912505830439681,9.332362767605503
683,COBB,77,238414.92378402804,GA,2012,13067,706399,0.3375074480343659,10.900355181703258
684,COFFEE,0,18291.431137450487,GA,2006,13069,42898,0.4263935646755207,0.0
685,COFFEE,0,17141.38422222541,GA,2007,13069,42908,0.39949156852394446,0.0
686,COFFEE,0,19587.647500000563,GA,2008,13069,42917,0.4564076589696522,0.0
687,COFFEE,0,22430.233192500684,GA,2009,13069,42927,0.5225203995737108,0.0
688,COFFEE,0,47033.436138863406,GA,2010,13069,42735,1.10058350623291,0.0
689,COFFEE,0,52412.259360449854,GA,2011,13069,43004,1.2187763780218086,0.0
690,COFFEE,0,34072.83708386282,GA,2012,13069,43135,0.7899116050507202,0.0
691,COLQUITT,0,4909.541860537508,GA,2006,13071,46086,0.10653000608726095,0.0
692,COLQUITT,0,6668.091213075097,GA,2007,13071,46043,0.1448231264920856,0.0
693,COLQUITT,0,8022.176891625175,GA,2008,13071,45999,0.17439894109926682,0.0
694,COLQUITT,0,8194.647671587645,GA,2009,13071,45955,0.17831895705772266,0.0
695,COLQUITT,0,10448.77141522516,GA,2010,13071,45638,0.22894893324039528,0.0
696,COLQUITT,0,10441.363320000317,GA,2011,13071,45782,0.22806699838365116,0.0
697,COLQUITT,0,11538.465547725364,GA,2012,13071,46033,0.25065638884551006,0.0
698,COLUMBIA,0,23295.35594322624,GA,2006,13073,110113,0.21155863470458747,0.0
699,COLUMBIA,0,27718.176415001508,GA,2007,13073,113835,0.24349432437300925,0.0
700,COLUMBIA,0,30271.488338676587,GA,2008,13073,117557,0.25750477078078365,0.0
701,COLUMBIA,0,35478.48179726406,GA,2009,13073,121279,0.29253606805188087,0.0
702,COLUMBIA,15,39528.70663908911,GA,2010,13073,124977,0.31628785007712706,12.002208406346767
703,COLUMBIA,0,49442.60688622693,GA,2011,13073,128812,0.3838354104138351,0.0
704,COLUMBIA,12,49549.19645268958,GA,2012,13073,132560,0.37378693763344584,9.052504526252264
705,COOK,0,2461.322501500011,GA,2006,13075,16983,0.14492860516398817,0.0
706,COOK,0,2650.205202500009,GA,2007,13075,17000,0.1558944236764711,0.0
707,COOK,0,3705.47778750001,GA,2008,13075,17018,0.2177387347220596,0.0
708,COOK,0,3966.721350000011,GA,2009,13075,17035,0.2328571382447908,0.0
709,COOK,0,5658.713347500046,GA,2010,13075,17187,0.32924380912899553,0.0
710,COOK,0,6299.567865000058,GA,2011,13075,17031,0.36988831336974093,0.0
711,COOK,0,5873.076720000079,GA,2012,13075,16902,0.3474782108626245,0.0
712,COWETA,0,21746.70000150095,GA,2006,13077,117561,0.18498226453926855,0.0
713,COWETA,11,25365.947048213573,GA,2007,13077,119857,0.21163509055135346,9.177603310611811
714,COWETA,10,29889.180738039155,GA,2008,13077,122153,0.2446864238949445,8.186454692066507
715,COWETA,16,35730.169017264016,GA,2009,13077,124449,0.28710691943899924,12.856672211106556
716,COWETA,0,40254.84671295154,GA,2010,13077,127919,0.31469012979269334,0.0
717,COWETA,12,60963.18694953992,GA,2011,13077,129345,0.4713223313583047,9.277513626348139
718,COWETA,17,45984.58127748976,GA,2012,13077,130575,0.35216987384636994,13.01933754547195
719,CRAWFORD,0,846.4846875000009,GA,2006,13079,12841,0.06592046472237371,0.0
720,CRAWFORD,0,1065.1390800000008,GA,2007,13079,12792,0.0832660318949344,0.0
721,CRAWFORD,0,1191.9975,GA,2008,13079,12743,0.09354135603860943,0.0
722,CRAWFORD,0,1173.422977499999,GA,2009,13079,12695,0.0924319005513981,0.0
723,CRAWFORD,0,1934.7173624999994,GA,2010,13079,12616,0.15335426145370953,0.0
724,CRAWFORD,0,1994.031525000001,GA,2011,13079,12614,0.15808082487712075,0.0
725,CRAWFORD,0,2306.1873375000023,GA,2012,13079,12610,0.1828855937747821,0.0
726,CRISP,0,4993.022424000011,GA,2006,13081,24226,0.20610180896557462,0.0
727,CRISP,0,5549.32941586253,GA,2007,13081,24091,0.23034865368239302,0.0
728,CRISP,0,5917.923433725057,GA,2008,13081,23955,0.24704334935191222,0.0
729,CRISP,0,6552.435476587559,GA,2009,13081,23820,0.27508125426480096,0.0
730,CRISP,0,7973.974327500104,GA,2010,13081,23429,0.3403463369115243,0.0
731,CRISP,0,8737.890101362638,GA,2011,13081,23750,0.3679111621626374,0.0
732,CRISP,0,9762.02629158762,GA,2012,13081,23587,0.4138731628264561,0.0
733,DADE,0,4147.432028500005,GA,2006,13083,16830,0.24643089890077272,0.0
734,DADE,0,5373.264505500034,GA,2007,13083,16772,0.3203711248211325,0.0
735,DADE,0,6268.744413000059,GA,2008,13083,16715,0.3750370573137935,0.0
736,DADE,0,7035.614857500088,GA,2009,13083,16657,0.42238187293630836,0.0
737,DADE,0,8279.691082500141,GA,2010,13083,16622,0.4981164169474276,0.0
738,DADE,0,7805.248803862656,GA,2011,13083,16591,0.4704507747491204,0.0
739,DADE,0,7835.832375000109,GA,2012,13083,16509,0.4746400372524144,0.0
740,DAWSON,0,9113.889742000112,GA,2006,13085,20532,0.4438870904928946,0.0
741,DAWSON,0,9980.61126872512,GA,2007,13085,20869,0.478250575912843,0.0
742,DAWSON,0,11166.249527200125,GA,2008,13085,21205,0.5265856886206143,0.0
743,DAWSON,0,12036.02337566261,GA,2009,13085,21542,0.5587235807103615,0.0
744,DAWSON,0,12458.427952950184,GA,2010,13085,22288,0.5589746927920937,0.0
745,DAWSON,0,12535.306541362632,GA,2011,13085,22290,0.5623735550185119,0.0
746,DAWSON,0,12577.916073862643,GA,2012,13085,22464,0.5599143551398968,0.0
747,DECATUR,0,5450.182190000013,GA,2006,13087,28463,0.19148305484313013,0.0
748,DECATUR,0,6498.085115862553,GA,2007,13087,28301,0.2296062017547985,0.0
749,DECATUR,0,7571.150938000052,GA,2008,13087,28138,0.2690721066884658,0.0
750,DECATUR,0,8857.225613062594,GA,2009,13087,27976,0.3166008583451027,0.0
751,DECATUR,0,8152.208544075113,GA,2010,13087,27814,0.2930973086961643,0.0
752,DECATUR,0,9223.083470437645,GA,2011,13087,27649,0.3335774700870789,0.0
753,DECATUR,0,10005.864181350194,GA,2012,13087,27446,0.36456548062924266,0.0
754,DEKALB,29,64811.00748271758,GA,2006,13089,658284,0.09845447782828927,4.405393416823134
755,DEKALB,39,74390.33026976958,GA,2007,13089,666762,0.11156954096029705,5.849163569609546
756,DEKALB,33,85291.17013793482,GA,2008,13089,675240,0.1263123780254944,4.887151235116403
757,DEKALB,28,95525.64122116056,GA,2009,13089,683718,0.139714971993074,4.095255646333722
758,DEKALB,40,114484.1949200722,GA,2010,13089,692471,0.16532706051238566,5.776415185617881
759,DEKALB,44,132659.16322036108,GA,2011,13089,698304,0.18997336864798295,6.300980661717532
760,DEKALB,40,129316.71358917405,GA,2012,13089,710515,0.18200419919238023,5.629719288121996
761,DODGE,0,7700.920957725099,GA,2006,13091,22341,0.3446990267993867,0.0
762,DODGE,0,9479.082675087642,GA,2007,13091,22199,0.4270049405418101,0.0
763,DODGE,0,10191.84383250014,GA,2008,13091,22058,0.4620475035134709,0.0
764,DODGE,0,10153.350862500169,GA,2009,13091,21917,0.4632637159510959,0.0
765,DODGE,0,10397.302245000197,GA,2010,13091,21760,0.47781719875920026,0.0
766,DODGE,0,12740.18339636276,GA,2011,13091,21610,0.5895503654031818,0.0
767,DODGE,0,13449.868507500263,GA,2012,13091,21514,0.6251681931533077,0.0
768,DOOLY,0,693.1512270000003,GA,2006,13093,15369,0.04510060687097406,0.0
769,DOOLY,0,574.8396194999992,GA,2007,13093,15222,0.037763737977926634,0.0
770,DOOLY,0,625.0068674999992,GA,2008,13093,15076,0.041457075318386785,0.0
771,DOOLY,0,518.131627499999,GA,2009,13093,14929,0.034706385390849956,0.0
772,DOOLY,0,929.4952499999984,GA,2010,13093,14851,0.0625880580432293,0.0
773,DOOLY,0,831.6315375000007,GA,2011,13093,14607,0.05693376720065727,0.0
774,DOOLY,0,857.1861900000004,GA,2012,13093,14414,0.05946900166504789,0.0
775,DOUGHERTY,0,15793.530142725733,GA,2006,13095,97937,0.1612621393623016,0.0
776,DOUGHERTY,0,16069.919257850815,GA,2007,13095,97263,0.16522129954711262,0.0
777,DOUGHERTY,0,18057.37761322609,GA,2008,13095,96588,0.18695259880343407,0.0
778,DOUGHERTY,0,21433.51500382616,GA,2009,13095,95914,0.2234659695542482,0.0
779,DOUGHERTY,0,25066.4261702264,GA,2010,13095,94513,0.2652167021491901,0.0
780,DOUGHERTY,0,29021.617369314215,GA,2011,13095,95046,0.30534285892424945,0.0
781,DOUGHERTY,10,31634.676638401528,GA,2012,13095,94676,0.3341361764164258,10.562338924331405
782,DOUGLAS,14,35668.308372452666,GA,2006,13097,124498,0.28649703908860114,11.24516056482835
783,DOUGLAS,0,42462.256013165315,GA,2007,13097,126221,0.33641197592449207,0.0
784,DOUGLAS,10,51642.592885578255,GA,2008,13097,127944,0.4036343469453687,7.815919464765835
785,DOUGLAS,0,65538.3401595405,GA,2009,13097,129667,0.5054357713183809,0.0
786,DOUGLAS,10,80407.64114771468,GA,2010,13097,132595,0.6064153335172117,7.541762509898564
787,DOUGLAS,14,98187.61233817796,GA,2011,13097,133121,0.7375816913798572,10.516747921064294
788,DOUGLAS,10,69229.24595996557,GA,2012,13097,133580,0.5182605626588229,7.486150621350502
789,EARLY,0,977.2840125000008,GA,2006,13099,11211,0.08717188587101961,0.0
790,EARLY,0,1406.1398797250033,GA,2007,13099,11125,0.1263945959303374,0.0
791,EARLY,0,1673.130492037501,GA,2008,13099,11039,0.15156540375373684,0.0
792,EARLY,0,1689.551824087504,GA,2009,13099,10952,0.15426879328775603,0.0
793,EARLY,0,1640.9943638625055,GA,2010,13099,10984,0.1493986128789608,0.0
794,EARLY,0,1748.2559252250062,GA,2011,13099,10788,0.162055610421302,0.0
795,EARLY,0,1941.342937500009,GA,2012,13099,10639,0.18247419282827418,0.0
796,EFFINGHAM,0,6862.471809225094,GA,2006,13103,46346,0.14807042267347978,0.0
797,EFFINGHAM,0,8631.064976862695,GA,2007,13103,47585,0.1813820526817841,0.0
798,EFFINGHAM,0,9306.235675500273,GA,2008,13103,48825,0.19060390528418378,0.0
799,EFFINGHAM,0,10839.99955500032,GA,2009,13103,50064,0.21652284186242252,0.0
800,EFFINGHAM,0,10935.4157777253,GA,2010,13103,52465,0.20843258892071476,0.0
801,EFFINGHAM,0,12708.306435000375,GA,2011,13103,52690,0.24119010125261672,0.0
802,EFFINGHAM,0,13752.690067500454,GA,2012,13103,53336,0.25785004626332036,0.0
803,ELBERT,0,7556.672482000104,GA,2006,13105,20400,0.37042512166667174,0.0
804,ELBERT,0,8698.89754750015,GA,2007,13105,20282,0.42889742370082584,0.0
805,ELBERT,0,10830.832278500156,GA,2008,13105,20163,0.5371637295293437,0.0
806,ELBERT,0,10518.180120000172,GA,2009,13105,20044,0.5247545459988112,0.0
807,ELBERT,0,11271.80321250017,GA,2010,13105,20105,0.5606467651081904,0.0
808,ELBERT,0,11048.981962500184,GA,2011,13105,19822,0.557410047548188,0.0
809,ELBERT,0,11702.900055900183,GA,2012,13105,19575,0.5978493004291281,0.0
810,EMANUEL,0,8887.736872500149,GA,2006,13107,22652,0.39235991843987944,0.0
811,EMANUEL,0,9642.899081000163,GA,2007,13107,22639,0.4259419179734159,0.0
812,EMANUEL,0,11300.10041250021,GA,2008,13107,22627,0.49940780538737833,0.0
813,EMANUEL,0,8834.366538862618,GA,2009,13107,22614,0.39065917302832837,0.0
814,EMANUEL,0,12312.732892500222,GA,2010,13107,22609,0.5445943160909471,0.0
815,EMANUEL,0,13627.770285225231,GA,2011,13107,22492,0.6058941083596493,0.0
816,EMANUEL,0,13752.474684300214,GA,2012,13107,22737,0.604850010304799,0.0
817,EVANS,0,4318.8979409999965,GA,2006,13109,11059,0.3905324117008768,0.0
818,EVANS,0,5490.0123350000395,GA,2007,13109,11025,0.49796030249433465,0.0
819,EVANS,0,6166.583377500042,GA,2008,13109,10992,0.5610064935862483,0.0
820,EVANS,0,5969.130540000044,GA,2009,13109,10958,0.544728101843406,0.0
821,EVANS,0,7041.554535000071,GA,2010,13109,11021,0.6389215620179721,0.0
822,EVANS,0,8073.227715000067,GA,2011,13109,10978,0.7354005934596527,0.0
823,EVANS,0,7630.1255850000525,GA,2012,13109,10677,0.7146319738690693,0.0
824,FANNIN,0,8589.841474000124,GA,2006,13111,22010,0.390269944298052,0.0
825,FANNIN,0,11839.507150500263,GA,2007,13111,22305,0.53080058957634,0.0
826,FANNIN,0,13813.790705000312,GA,2008,13111,22601,0.6112026328481179,0.0
827,FANNIN,0,18341.772638175287,GA,2009,13111,22896,0.8010906987323239,0.0
828,FANNIN,0,23418.773801362608,GA,2010,13111,23676,0.9891355719446954,0.0
829,FANNIN,0,18193.81317067534,GA,2011,13111,23635,0.7697826600666529,0.0
830,FANNIN,0,17950.255902037665,GA,2012,13111,23605,0.7604429528505683,0.0
831,FAYETTE,0,22585.723255712157,GA,2006,13113,102563,0.22021316903476065,0.0
832,FAYETTE,0,24898.48220084097,GA,2007,13113,103442,0.2406999304039072,0.0
833,FAYETTE,0,26421.2094834292,GA,2008,13113,104320,0.25327079642857747,0.0
834,FAYETTE,13,29384.108734914116,GA,2009,13113,105198,0.279321933258371,12.357649384969296
835,FAYETTE,0,30660.98262465156,GA,2010,13113,106938,0.28671737478400156,0.0
836,FAYETTE,10,35016.721342726814,GA,2011,13113,107151,0.3267978958920291,9.332624053905237
837,FAYETTE,0,35786.03886408921,GA,2012,13113,107316,0.3334641513296173,0.0
838,FLOYD,15,43319.736009952765,GA,2006,13115,94950,0.4562373460763851,15.79778830963665
839,FLOYD,14,50949.98231057869,GA,2007,13115,95144,0.5355038921064774,14.714537963507945
840,FLOYD,13,55643.38887590427,GA,2008,13115,95338,0.5836433413319376,13.635696154733683
841,FLOYD,0,60090.13323409129,GA,2009,13115,95531,0.6290118729427232,0.0
842,FLOYD,17,64480.03209386621,GA,2010,13115,96423,0.6687204514884023,17.630648289308567
843,FLOYD,11,73599.50484045474,GA,2011,13115,96153,0.7654415862266881,11.440100672885922
844,FLOYD,14,73445.99456497988,GA,2012,13115,95934,0.7655887856753588,14.593366272645778
845,FORSYTH,0,23957.384936725717,GA,2006,13117,142409,0.16822943027986798,0.0
846,FORSYTH,15,30946.089410451,GA,2007,13117,150145,0.20610802497886044,9.990342668753538
847,FORSYTH,13,35995.2040982263,GA,2008,13117,157880,0.22799090510657652,8.234101849505954
848,FORSYTH,13,49880.475637951415,GA,2009,13117,165616,0.30118150201642,7.849483141725438
849,FORSYTH,13,57494.16120795157,GA,2010,13117,176750,0.32528521192617577,7.355021216407355
850,FORSYTH,25,60955.79370045144,GA,2011,13117,181812,0.335268264473475,13.75046751589554
851,FORSYTH,13,60962.11092431409,GA,2012,13117,186825,0.32630595971799325,6.958383513983675
852,FRANKLIN,0,13745.249143862566,GA,2006,13119,21308,0.64507457968193,0.0
853,FRANKLIN,0,16023.043025000126,GA,2007,13119,21430,0.7476921616892266,0.0
854,FRANKLIN,0,17553.755937500006,GA,2008,13119,21552,0.8144838501067189,0.0
855,FRANKLIN,0,19573.507649999963,GA,2009,13119,21674,0.9030870005536571,0.0
856,FRANKLIN,0,23194.638877499965,GA,2010,13119,22072,1.050862580531894,0.0
857,FRANKLIN,0,26354.97107294989,GA,2011,13119,21967,1.199752859878449,0.0
858,FRANKLIN,0,26069.729107724932,GA,2012,13119,21914,1.189638090158115,0.0
859,FULTON,75,124059.83383148852,GA,2006,13121,873648,0.14200208073673667,8.584693148728093
860,FULTON,91,143243.1710992921,GA,2007,13121,888572,0.16120603743905065,10.24115097032092
861,FULTON,113,157442.01897473092,GA,2008,13121,903496,0.17425867848306015,12.506972914102553
862,FULTON,78,193804.97527591765,GA,2009,13121,918420,0.21101998571015185,8.492846410139153
863,FULTON,109,249173.47378655005,GA,2010,13121,925651,0.2691872787762883,11.775496380385265
864,FULTON,95,266960.88088985434,GA,2011,13121,947410,0.28177967394248987,10.02733768906809
865,FULTON,92,228820.2751069639,GA,2012,13121,973236,0.23511283502353375,9.453000094530001
866,GILMER,0,10316.900070725154,GA,2006,13123,26524,0.3889647138714053,0.0
867,GILMER,0,12522.306741450227,GA,2007,13123,26864,0.46613708835058915,0.0
868,GILMER,0,15726.205813850343,GA,2008,13123,27204,0.578084318991705,0.0
869,GILMER,0,17856.14978021276,GA,2009,13123,27543,0.6483008307088102,0.0
870,GILMER,0,20281.1984599878,GA,2010,13123,28321,0.7161187267394443,0.0
871,GILMER,0,20971.320466350262,GA,2011,13123,28302,0.740983692542939,0.0
872,GILMER,0,19647.835808400287,GA,2012,13123,28262,0.6952033050881143,0.0
873,GLASCOCK,0,0.3027,GA,2006,13125,3142,9.633991088478677e-05,0.0
874,GLASCOCK,0,1.2108,GA,2007,13125,3129,0.000386960690316395,0.0
875,GLASCOCK,0,1.2108,GA,2008,13125,3117,0.0003884504331087585,0.0
876,GLYNN,0,23975.292711000788,GA,2006,13127,76470,0.3135254702628585,0.0
877,GLYNN,0,29939.806739363565,GA,2007,13127,77218,0.38773092723670083,0.0
878,GLYNN,0,30444.5099664512,GA,2008,13127,77965,0.39048944996410184,0.0
879,GLYNN,0,37155.58612608826,GA,2009,13127,78713,0.4720387499661842,0.0
880,GLYNN,0,54681.30817128837,GA,2010,13127,79739,0.6857536233372424,0.0
881,GLYNN,0,49924.365217725695,GA,2011,13127,80097,0.6232988154078891,0.0
882,GLYNN,0,35013.24119340055,GA,2012,13127,80858,0.4330213608226836,0.0
883,GORDON,0,13377.658454000275,GA,2006,13129,53806,0.24862763360963971,0.0
884,GORDON,0,16484.991748500208,GA,2007,13129,54109,0.3046626577556452,0.0
885,GORDON,0,18083.266567500406,GA,2008,13129,54411,0.33234578610024457,0.0
886,GORDON,12,19382.19803250041,GA,2009,13129,54713,0.3542521527333616,21.932630270685213
887,GORDON,0,27144.790425000592,GA,2010,13129,55222,0.4915575391148563,0.0
888,GORDON,11,25952.49437250065,GA,2011,13129,55478,0.46779794463572316,19.827679440498937
889,GORDON,0,24075.749022038046,GA,2012,13129,55651,0.432620240822951,0.0
890,GRADY,0,2266.556958500009,GA,2006,13131,25409,0.08920291859183789,0.0
891,GRADY,0,2793.3159120000005,GA,2007,13131,25359,0.1101508699869869,0.0
892,GRADY,0,2959.758470999997,GA,2008,13131,25309,0.1169448998775138,0.0
893,GRADY,0,3091.5672825000074,GA,2009,13131,25260,0.1223898369952497,0.0
894,GRADY,0,4079.526408862505,GA,2010,13131,25020,0.16305061586181074,0.0
895,GRADY,0,5123.661510225049,GA,2011,13131,25091,0.2042031609033139,0.0
896,GRADY,0,6388.069935225102,GA,2012,13131,25266,0.25283265792864335,0.0
897,GREENE,0,3760.1734017249946,GA,2006,13133,14942,0.2516512783914466,0.0
898,GREENE,0,4626.894739500004,GA,2007,13133,15148,0.3054459162595725,0.0
899,GREENE,0,5677.711566862526,GA,2008,13133,15353,0.3698112138906094,0.0
900,GREENE,0,6041.123430225033,GA,2009,13133,15559,0.38827196029468686,0.0
901,GREENE,0,6979.728723862537,GA,2010,13133,15979,0.4368063535804829,0.0
902,GREENE,0,8809.313700675077,GA,2011,13133,16051,0.5488327020543939,0.0
903,GREENE,0,9380.242279537591,GA,2012,13133,16120,0.581900885827394,0.0
904,GWINNETT,43,105160.13310983084,GA,2006,13135,745278,0.14110188830185627,5.769659107071456
905,GWINNETT,32,120667.08058314175,GA,2007,13135,760907,0.1585832179006656,4.205507374751448
906,GWINNETT,44,132376.90603786905,GA,2008,13135,776535,0.17047126792465123,5.666196629900777
907,GWINNETT,50,146513.83717317975,GA,2009,13135,792164,0.18495392011399123,6.311824319206629
908,GWINNETT,54,180745.40740659172,GA,2010,13135,808049,0.22368124631871547,6.682763050260565
909,GWINNETT,45,211691.5332206841,GA,2011,13135,822442,0.25739387485158116,5.471510453016747
910,GWINNETT,47,205313.5771122548,GA,2012,13135,837018,0.24529171070664527,5.615171955680761
911,HABERSHAM,0,11947.394466450307,GA,2006,13137,41673,0.2866938897235694,0.0
912,HABERSHAM,0,14530.060213362869,GA,2007,13137,41937,0.34647352489121463,0.0
913,HABERSHAM,0,17505.962451225478,GA,2008,13137,42202,0.4148135740302705,0.0
914,HABERSHAM,0,21287.09015317541,GA,2009,13137,42467,0.501261924627956,0.0
915,HABERSHAM,0,21222.635677500395,GA,2010,13137,43064,0.4928161730796116,0.0
916,HABERSHAM,0,21943.693920000456,GA,2011,13137,43045,0.5097849673597504,0.0
917,HABERSHAM,0,20488.71002081288,GA,2012,13137,43393,0.472166248491989,0.0
918,HALL,12,37456.76444180125,GA,2006,13139,167543,0.2235650814525301,7.1623404141026485
919,HALL,12,45313.392090377165,GA,2007,13139,170388,0.2659423908395965,7.042749489400662
920,HALL,14,52573.06447088952,GA,2008,13139,173233,0.30348181045695405,8.081601080625516
921,HALL,14,63283.70384340153,GA,2009,13139,176078,0.35940721636661893,7.951021706289258
922,HALL,22,80698.41317704032,GA,2010,13139,180040,0.4482249121141986,12.219506776271938
923,HALL,23,79414.02467362728,GA,2011,13139,182271,0.4356920446677051,12.618573442840605
924,HALL,21,76006.89618566472,GA,2012,13139,184127,0.4127960385259344,11.40517143058867
925,HANCOCK,0,581.501146999999,GA,2006,13141,9926,0.058583633588555215,0.0
926,HANCOCK,0,576.7288499999997,GA,2007,13141,9790,0.058909994892747675,0.0
927,HANCOCK,0,657.8400734999998,GA,2008,13141,9654,0.06814171053449346,0.0
928,HANCOCK,0,595.8315000000001,GA,2009,13141,9518,0.06260049380121875,0.0
929,HANCOCK,0,1047.7002750000006,GA,2010,13141,9434,0.11105578492686036,0.0
930,HANCOCK,0,844.3413375000005,GA,2011,13141,9394,0.08988091734085592,0.0
931,HANCOCK,0,924.1319550000024,GA,2012,13141,9080,0.101776647026432,0.0
932,HARALSON,0,25999.723028450404,GA,2006,13143,27836,0.9340322973290129,0.0
933,HARALSON,13,29705.630229662966,GA,2007,13143,27949,1.0628512730209656,46.513292067694735
934,HARALSON,0,28948.446513787865,GA,2008,13143,28062,1.0315888573083838,0.0
935,HARALSON,11,32680.22076543788,GA,2009,13143,28175,1.159901358134441,39.04170363797693
936,HARALSON,14,35773.42065180055,GA,2010,13143,28761,1.2438169970376745,48.67702791975245
937,HARALSON,0,38540.497350675534,GA,2011,13143,28467,1.3538657867241204,0.0
938,HARALSON,0,38605.72934066308,GA,2012,13143,28313,1.3635336891414924,0.0
939,HARRIS,0,655.4507625000002,GA,2006,13145,30802,0.02127948712745926,0.0
940,HARRIS,0,711.6140475000011,GA,2007,13145,31084,0.02289325850920091,0.0
941,HARRIS,0,764.8291125000011,GA,2008,13145,31366,0.02438401812472107,0.0
942,HARRIS,0,846.3689624999997,GA,2009,13145,31648,0.026743205336830122,0.0
943,HARRIS,0,1156.425300000002,GA,2010,13145,32153,0.035966326625820354,0.0
